MC20_RM001	1	1	3	3	4	4	3	3	4	1	4	1	3	3	2	2	4	4	4	4	1	1	4	4	4	4	1	1	4	4	4	4	3	3	1	2	2	2	1	1	3	3	3	3	4	4	3	3	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	3	1	3	3	3	3	2	1	3	3	1	1	3	3	2	1	4	4	2	2	4	4	3	2	3	3	3	3	1	1	4	4	3	3	1	2	2	2	1	2	4	4	1	2	1	1	1	1	1	1	2	3	1	1	1	1	2	2	4	1	1	1	4	4	2	2	2	2	1	1	1	1	4	2	3	3	4	4	2	2	1	1	4	1	3	3	4	4	4	4	4	4	3	3	1	1	1	1	1	1	4	4	2	3	2	2	2	2	3	3	3	4	3	3	3	3	4	4	1	1	1	1	3	3	4	1	4	1	3	4	3	3	2	2	4	3	2	2	3	2	3	4	4	4	3	3	3	3	1	1	4	4	3	3	3	2	4	3	3	3	3	3	4	3	3	1	3	3	1	1	4	4	4	4	1	1
MC20_RM009	1	1	3	3	4	4	3	1	4	1	4	4	1	1	2	3	4	4	4	4	4	1	4	4	4	4	1	2	4	4	4	4	2	2	1	2	2	2	4	4	3	3	3	4	1	1	3	2	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	1	4	3	3	2	1	4	4	2	2	4	4	3	2	3	3	3	3	1	1	4	4	3	3	1	2	2	2	1	1	4	1	1	1	1	1	1	1	1	1	3	3	0	0	1	1	3	3	4	4	1	1	4	4	2	2	2	2	0	0	1	1	4	4	3	3	4	4	2	2	1	1	4	1	3	3	4	4	4	4	4	4	3	3	1	4	1	1	1	1	4	4	2	2	2	2	3	3	3	3	3	3	3	3	3	3	4	4	1	2	1	4	3	1	4	4	4	1	3	3	3	3	2	2	4	4	2	2	3	3	3	3	4	4	3	3	3	3	1	4	4	4	3	3	3	3	4	3	2	2	3	1	4	4	3	3	3	3	1	1	4	4	4	4	1	1
MC20_RM017	1	1	3	2	4	4	3	1	4	4	4	4	3	3	2	2	4	4	4	4	4	4	4	4	4	4	1	2	4	4	4	4	3	2	1	1	2	2	1	1	0	0	3	3	4	1	3	3	4	3	1	4	3	2	4	4	4	4	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	2	1	1	3	3	2	1	4	4	2	4	4	2	0	0	3	1	3	3	1	3	4	4	3	3	1	2	3	2	1	2	4	4	1	1	1	2	1	1	1	1	2	2	0	0	1	1	2	3	4	4	1	1	4	4	2	2	2	2	4	4	1	3	4	4	3	3	4	4	2	2	1	1	4	4	3	3	4	4	4	4	4	4	3	3	1	1	1	1	1	1	4	4	2	2	2	2	2	2	3	2	3	3	3	3	3	3	4	4	1	1	1	1	3	3	4	4	4	4	3	3	3	1	2	2	4	4	2	2	3	3	3	3	4	4	3	3	3	3	1	1	4	4	3	3	3	3	4	3	2	2	3	3	4	3	3	3	3	3	3	3	4	4	4	4	1	1
MC20_RM033	1	1	3	3	4	4	3	3	4	4	4	4	3	3	2	2	4	4	4	4	4	1	4	4	4	4	1	1	1	1	4	4	3	2	1	1	2	2	1	1	3	3	3	4	4	1	3	3	4	4	1	1	3	3	4	4	4	1	3	3	4	4	3	3	1	1	3	3	3	3	2	2	3	2	1	4	3	3	2	1	4	4	2	2	4	4	3	2	3	3	3	3	1	1	4	4	3	3	1	1	3	3	1	1	4	4	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	4	4	2	2	2	2	1	4	1	3	4	4	3	3	4	4	2	2	1	1	4	1	3	3	4	4	4	4	4	4	3	3	1	4	1	1	1	3	4	4	2	3	2	2	2	2	3	3	3	4	3	3	3	3	4	4	1	1	1	4	3	3	4	4	4	4	3	3	3	3	2	3	4	4	2	4	3	3	3	3	4	4	3	3	3	3	1	1	4	4	3	3	3	3	4	3	2	3	3	3	3	3	3	3	3	1	3	3	4	4	4	1	1	1
MC20_RM065	1	1	3	3	4	4	3	3	4	4	4	4	3	1	2	2	4	4	4	4	4	1	4	1	4	4	1	1	4	1	4	4	3	3	1	2	1	1	1	1	3	3	3	3	4	4	3	3	4	4	1	1	3	3	4	4	4	4	3	3	4	1	3	3	1	1	3	3	3	3	2	2	0	0	1	1	3	3	1	1	4	4	2	2	4	4	3	3	3	3	3	2	1	1	4	4	3	3	1	1	3	2	1	1	4	4	1	1	1	2	1	1	1	1	2	3	1	1	1	1	2	3	4	4	1	1	4	1	2	2	2	2	0	0	1	3	4	4	3	3	4	4	2	2	1	3	4	4	3	3	4	4	4	4	4	4	3	3	1	1	1	1	1	1	4	4	2	2	2	2	2	3	3	2	3	4	3	3	3	3	4	4	1	1	1	1	3	3	4	4	1	1	3	3	3	3	2	2	4	4	2	2	3	2	3	4	4	4	3	2	3	3	1	1	4	4	3	3	3	3	4	4	3	3	3	3	4	4	3	1	3	1	1	1	4	4	4	4	1	1
MC20_RM073	1	1	3	3	4	4	3	3	4	4	4	4	3	1	2	2	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	3	2	1	2	1	1	1	4	3	3	3	3	1	1	3	3	4	4	1	4	3	3	4	4	4	4	3	4	4	4	3	3	3	1	3	3	3	3	2	2	3	2	1	1	3	3	2	2	4	4	2	2	4	4	3	3	3	3	3	3	1	3	4	4	3	3	1	1	3	2	1	1	4	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	3	3	4	4	1	1	4	4	2	2	2	2	4	4	1	3	4	4	3	3	4	4	2	2	1	3	4	1	3	3	4	4	4	4	4	4	3	3	1	4	1	1	1	1	4	4	3	3	2	2	3	3	3	2	3	3	3	3	3	3	4	1	1	1	1	4	3	1	4	4	4	1	3	3	3	3	2	2	4	4	2	2	3	2	3	4	4	3	3	2	3	1	1	4	4	4	3	3	3	2	4	4	2	2	3	3	4	3	3	3	3	3	3	1	4	4	4	4	1	1
MC20_RM002	1	1	3	3	4	4	3	3	4	4	4	4	1	1	2	2	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	3	3	1	1	2	2	1	4	3	4	3	3	4	1	3	3	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	3	1	3	3	3	3	2	2	0	0	1	1	3	3	2	2	4	4	2	2	4	2	3	3	3	3	3	3	1	1	4	4	3	3	1	2	3	2	1	1	4	4	2	2	1	1	1	1	1	1	2	3	1	1	1	1	2	2	4	4	1	1	4	1	2	2	2	2	0	0	1	3	4	2	3	3	4	3	2	2	1	1	4	4	3	2	4	4	4	4	4	4	3	3	1	1	1	1	1	3	4	4	2	3	2	2	2	2	3	2	3	4	3	3	3	3	1	1	1	1	1	1	3	3	4	4	4	4	3	3	1	1	2	2	4	4	2	2	3	2	3	3	4	3	3	3	3	3	1	1	4	4	3	2	3	3	4	4	2	3	3	3	4	4	3	3	3	1	1	1	4	4	4	4	1	1
MC20_RM034	1	1	3	3	4	4	3	3	1	1	4	4	3	3	2	2	4	4	4	4	4	1	4	4	4	4	1	1	4	4	4	4	3	2	1	1	2	2	1	1	3	4	3	3	4	1	3	2	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	3	1	3	3	3	3	2	2	3	3	1	4	3	3	2	2	4	4	2	4	4	4	3	3	3	1	3	3	1	1	4	4	3	3	1	1	3	3	1	1	4	4	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	4	4	1	1	4	4	2	2	2	2	1	1	1	1	2	2	3	3	4	3	2	2	1	1	4	4	3	3	4	4	4	4	4	4	3	3	1	1	1	1	1	1	4	4	2	2	2	2	3	3	3	3	3	4	3	3	3	3	4	1	1	1	1	4	3	3	4	1	4	4	3	3	3	1	2	2	4	4	2	2	3	2	3	4	4	4	3	3	3	3	1	4	4	4	3	3	3	3	4	3	2	2	3	3	4	4	3	3	3	3	1	1	4	1	4	4	1	1
MC20_RM042	1	1	3	3	4	4	3	3	4	4	4	4	3	1	2	2	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	3	3	1	1	1	1	1	4	3	3	3	3	1	1	3	3	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	1	1	3	3	0	0	2	2	3	2	1	1	3	3	2	1	4	4	2	2	4	2	3	3	3	3	3	3	1	3	4	4	3	3	1	1	3	3	1	1	4	4	1	2	1	2	1	1	1	4	2	3	0	0	1	1	2	3	4	4	1	1	4	4	2	2	2	2	1	1	1	1	4	2	3	3	4	3	2	2	1	3	1	1	3	3	4	4	4	4	4	4	3	3	1	1	1	1	1	3	4	4	3	3	1	1	2	2	3	3	3	3	3	3	3	3	1	1	1	1	1	4	3	3	4	4	1	1	3	3	1	1	2	2	4	4	2	2	3	2	3	3	4	4	3	3	3	3	1	1	4	4	3	3	3	3	4	3	2	2	3	3	4	3	3	3	3	1	1	1	4	1	4	4	1	1
MC20_RM050	1	1	3	3	4	4	3	3	4	4	4	4	3	1	2	2	4	4	4	4	4	4	4	4	4	4	1	1	4	1	4	4	3	3	2	2	1	1	1	4	3	3	3	3	4	4	3	3	4	4	1	1	3	2	4	4	4	4	3	4	4	4	3	3	1	1	3	2	3	3	2	2	3	2	1	4	3	3	2	1	4	4	2	2	4	4	3	3	3	3	3	3	1	1	4	4	3	2	1	1	3	3	1	1	4	4	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	4	4	1	1	4	4	2	3	2	3	4	4	3	3	4	4	3	3	4	4	2	2	1	1	0	0	3	3	4	4	4	4	4	4	3	3	1	1	1	1	1	3	4	1	2	3	2	2	2	3	3	3	3	3	3	3	3	3	4	4	1	1	1	1	3	1	4	4	1	1	3	3	1	1	2	2	4	3	2	2	2	2	3	3	4	4	3	3	3	3	1	1	4	4	3	3	3	3	4	3	2	3	3	3	4	4	3	3	3	1	1	1	4	4	4	4	1	1
MC20_RM058	1	1	3	3	4	4	3	1	4	4	4	1	3	1	2	2	4	4	4	4	4	1	0	0	4	4	1	1	1	1	4	4	3	3	1	2	2	2	1	4	3	3	3	3	1	1	3	3	4	4	1	1	3	3	4	4	4	4	3	3	4	1	3	3	3	1	3	3	3	3	2	2	3	3	1	1	3	3	1	1	4	4	2	4	4	4	3	3	3	3	3	2	1	1	4	4	3	3	1	1	3	3	1	1	4	4	1	2	1	1	1	1	1	4	2	2	0	0	1	1	2	2	4	4	1	1	4	4	2	2	2	3	1	1	1	3	4	4	3	3	4	4	1	1	1	1	4	4	3	3	4	4	4	4	4	4	3	3	1	4	1	1	1	1	4	4	2	2	2	2	3	3	3	3	3	4	3	3	3	3	4	4	1	1	1	4	3	1	4	1	4	1	3	3	3	3	2	2	4	4	2	2	3	3	3	4	4	3	3	3	3	3	1	4	4	4	3	3	3	3	4	3	2	2	3	3	4	3	3	3	3	1	3	3	4	4	4	1	1	1
MC20_RM066	1	1	3	2	4	4	3	1	4	4	4	1	3	1	2	2	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	3	3	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	3	1	3	3	3	3	2	2	3	2	1	1	3	3	2	2	4	4	2	2	4	4	3	2	3	1	3	3	1	1	4	4	3	3	1	1	3	2	1	1	4	1	1	2	1	1	1	1	1	1	2	2	1	1	0	0	3	3	4	4	1	1	4	4	2	2	2	2	1	4	1	3	4	4	3	3	4	4	2	2	1	1	4	1	3	3	4	4	4	4	4	4	3	3	1	1	1	1	1	3	4	4	2	2	2	2	2	3	3	2	4	4	3	3	3	3	4	4	1	1	1	1	3	1	4	4	4	1	3	3	3	3	2	3	4	3	2	2	3	3	3	3	4	3	3	3	3	3	1	4	4	4	3	3	2	2	4	3	2	2	3	3	4	4	3	3	1	1	1	1	4	4	4	4	1	1
MC20_RM074	1	1	3	3	4	4	3	3	4	1	4	4	3	3	2	2	4	4	4	4	4	4	4	4	4	4	1	2	4	4	4	4	3	3	1	2	1	1	1	4	0	0	3	3	4	4	3	3	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	3	3	3	3	3	2	2	2	0	0	1	1	3	3	2	1	4	4	2	2	4	4	3	3	3	3	3	3	1	1	4	4	3	3	1	1	3	3	1	1	4	4	1	1	1	1	1	1	1	1	2	2	0	0	1	1	2	2	4	1	1	1	4	4	2	2	2	2	1	1	3	3	4	4	3	3	4	4	2	2	1	1	4	4	3	3	4	4	4	4	4	4	3	3	1	4	1	1	1	1	4	4	2	3	2	2	2	3	3	2	3	4	3	3	3	3	4	4	1	1	1	4	3	3	4	1	4	4	3	4	3	1	2	2	3	3	2	2	3	3	3	3	4	4	3	3	3	3	1	1	4	4	3	3	3	2	4	3	2	2	3	3	4	3	3	3	3	3	3	3	4	4	4	4	1	1
MC20_RM003	1	1	3	3	4	4	3	1	4	4	4	4	1	1	2	2	4	4	0	0	4	1	4	4	4	4	1	1	1	1	4	4	3	3	2	2	2	1	1	1	0	0	3	3	1	1	3	3	4	4	1	1	3	2	4	4	4	1	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	1	1	3	3	2	1	4	4	2	2	4	4	3	3	3	3	3	3	1	3	4	4	3	3	1	1	3	3	1	1	4	4	1	1	1	2	1	1	1	1	2	2	1	1	0	0	2	3	4	4	1	1	4	4	2	3	2	2	0	0	1	3	4	4	3	3	4	4	2	2	1	1	4	1	3	3	4	4	4	4	4	4	3	3	1	4	1	1	1	1	4	4	2	2	2	2	2	2	3	3	3	4	3	3	3	3	4	4	1	1	1	1	3	3	4	4	4	1	3	3	3	3	2	2	4	4	2	2	2	2	3	3	4	4	3	3	3	3	1	1	4	4	3	3	3	2	4	4	2	3	3	3	3	3	3	3	3	3	3	1	4	4	4	1	1	1
MC20_RM011	1	1	3	3	4	4	3	1	4	4	4	4	3	1	2	2	4	4	4	4	4	1	4	1	4	4	1	1	4	4	4	4	3	2	1	2	2	1	1	1	3	3	3	3	4	1	3	3	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	3	1	3	2	3	3	2	2	3	3	1	1	3	3	2	1	4	4	2	2	4	4	3	3	3	3	3	3	1	1	4	4	3	3	1	2	2	2	1	1	4	4	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	4	4	1	1	4	4	2	2	2	2	0	0	1	3	4	4	3	3	4	4	2	2	1	1	1	1	3	3	4	4	4	4	4	4	3	3	1	1	1	1	1	3	4	4	2	3	2	2	3	3	3	2	3	3	3	3	3	3	1	1	1	1	1	1	3	3	4	1	0	0	3	3	3	1	2	2	4	4	2	2	3	3	3	4	4	4	3	3	3	3	1	4	4	4	3	2	3	3	4	3	2	2	3	3	4	3	3	3	3	3	3	1	4	4	4	1	1	1
MC20_RM027	1	1	3	3	4	4	3	3	4	4	4	4	3	1	2	2	4	4	0	0	4	4	4	4	4	4	1	1	4	4	4	4	3	2	2	2	1	1	1	1	3	3	3	3	1	1	2	2	4	4	1	1	3	3	4	4	4	4	3	3	4	4	3	3	3	1	3	2	3	2	2	2	3	3	1	1	3	3	2	1	4	4	2	2	4	4	3	3	3	3	3	3	1	1	4	4	3	3	1	2	3	3	0	0	4	4	1	2	1	1	1	1	1	1	0	0	1	1	1	1	2	3	4	1	1	1	4	4	0	0	2	3	1	1	3	3	4	4	3	3	4	4	2	2	1	1	4	4	3	3	4	4	4	4	4	4	3	3	1	4	1	1	1	3	4	4	2	2	2	2	2	3	3	3	3	3	3	3	3	3	4	4	1	1	1	4	3	3	4	4	4	4	3	3	0	0	2	2	4	4	2	2	3	3	3	3	4	4	3	3	3	1	1	1	4	4	3	3	3	3	4	3	2	2	3	3	4	4	3	1	3	3	1	1	4	4	4	4	1	1
